"x","celllabel","parent","parentlabel","Score"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0002029>","Fc-epsilon RIalpha-low mast cell progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000936>","early lymphoid progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002035>","Slamf1-negative multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002043>","CD34-positive, CD38-negative multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000837>","hematopoietic multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002036>","Slamf1-positive multipotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","<http://purl.obolibrary.org/obo/CL_0001029>","common dendritic progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0002010>","pre-conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000050>","megakaryocyte-erythroid progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002009>","macrophage dendritic cell progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000049>","common myeloid progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0000051>","common lymphoid progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000557>","granulocyte monocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002032>","hematopoietic oligopotent progenitor cell","1"
